"","crime_date","description","inside_outside","weapon","gender","age","race","ethnicity","location","new_district","neighborhood","latitude","longitude","premise_type","zt","zap"
"145","4/14/2025","Robbery - commercial","Inside","Asphyxiation","None reported","None reported","None reported","None Reported","1000 S HANOVER ST","Southern","Sharp-Leadenhall",39.277712,-76.615669,"Convenience store","10:15","a.m."
"146","4/14/2025","Robbery","Inside","Blunt object","Male","59","None reported","Middle Eastern","1000 S HANOVER ST","Southern","Sharp-Leadenhall",39.277712,-76.615669,"Convenience store","10:15","a.m."
"147","4/14/2025","Robbery","Inside","Blunt object","Male","45","None reported","Not Hispanic or Latino","1000 S HANOVER ST","Southern","Sharp-Leadenhall",39.277712,-76.615669,"Convenience store","10:15","a.m."
"148","4/14/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","800 N HOWARD ST","Central","Mount Vernon",39.299911,-76.620009,"Specialty store","2:00","p.m."
"149","4/14/2025","Robbery","Inside","Personal weapons","Female","51","Asian","Unknown","800 N HOWARD ST","Central","Mount Vernon",39.299911,-76.620009,"Specialty store","2:00","p.m."
"150","4/14/2025","Robbery","Inside","Handgun","Male","13","Black or African American","Not Hispanic or Latino","2500 EDMONDSON AVE","Western","Rosemont Homeowners/Tenants",39.294667,-76.656399,"Convenience store","2:50","p.m."
"151","4/14/2025","Robbery - carjacking","Outside","Firearm","Male","None reported","None reported","Hispanic or Latino","5600 ALHAMBRA AVE","Northern","Mid-Govans",39.359358,-76.605838,"Street","10:10","p.m."
"152","4/15/2025","Robbery","Inside","Personal weapons","Male","31","None reported","Hispanic or Latino","5100 YORK RD","Northern","Radnor-Winston",39.350169,-76.609778,"Office building","1:20","a.m."
"153","4/15/2025","Robbery","Inside","Asphyxiation","Female","34","Black or African American","Not Hispanic or Latino","1600 N FULTON AVE","Western","Sandtown-Winchester",39.307015,-76.646405,"Other/residential","10:50","p.m."
"154","4/16/2025","Robbery","Inside","Personal weapons","Male","35","American Indian or Alaska Native","Unknown","1100 PENNSYLVANIA AVE","Western","Upton",39.298991,-76.628918,"Convenience store","5:25","p.m."
"155","4/16/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","1100 PENNSYLVANIA AVE","Western","Upton",39.298991,-76.628918,"Convenience store","5:25","p.m."
"156","4/16/2025","Robbery","Inside","Personal weapons","Female","39","White","Not Hispanic or Latino","500 GLENWOOD AVE","Northern","Woodbourne-Mccabe",39.354053,-76.609375,"Drug store / med  bldg","6:20","p.m."
"157","4/16/2025","Robbery","Outside","Personal weapons","Male","38","Black or African American","Hispanic or Latino","1 E PRESTON ST","Central","Mid-Town Belvedere",39.304445,-76.616074,"Street","7:30","p.m."
"158","4/17/2025","Robbery","Outside","Personal weapons","Male","17","White","Unknown","100 W CROSS ST","Southern","Sharp-Leadenhall",39.276646,-76.616588,"Street","5:00","a.m."
"159","4/17/2025","Robbery","Inside","Handgun","Female","25","Black or African American","Unknown","300 N ELLWOOD AVE","Southeast","Ellwood Park/Monument",39.295768,-76.573652,"Other/residential","4:15","p.m."
"160","4/17/2025","Robbery","Inside","Handgun","Male","48","Black or African American","Not Hispanic or Latino","300 MCMECHEN ST","Western","Bolton Hill",39.306274,-76.629295,"Other/residential","4:15","p.m."
"161","4/17/2025","Robbery","Inside","Knife/cutting instrument","Male","37","White","Unknown","3500 DENNLYN RD","Northwest","Ashburton",39.325052,-76.667594,"Other/residential","6:45","p.m."
"162","4/17/2025","Robbery","Inside","Personal weapons","Female","36","Black or African American","Not Hispanic or Latino","900 N CAROLINE ST","Central","Gay Street",39.301011,-76.5977,"Wholesaler/store","7:15","p.m."
"163","4/17/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","900 N CAROLINE ST","Central","Gay Street",39.301011,-76.5977,"Wholesaler/store","7:15","p.m."
"164","4/17/2025","Robbery","Inside","Personal weapons","Female","20","Black or African American","Not Hispanic or Latino","200 N HOWARD ST","Central","Downtown",39.292342,-76.619545,"Convenience store","7:30","p.m."
"165","4/18/2025","Robbery - carjacking","Outside","Knife/cutting instrument","Female","38","Black or African American","Not Hispanic or Latino","400 N MONTFORD AVE","Southeast","Mcelderry Park",39.295636,-76.583589,"Street","2:28","a.m."
"166","4/18/2025","Robbery","Inside","Blunt object","Male","40","White","Unknown","2200 N CHARLES ST","Eastern","Old Goucher",39.314561,-76.616697,"Tavern/night club","3:08","a.m."
"167","4/18/2025","Robbery - commercial","Inside","Blunt object","None reported","None reported","None reported","None Reported","2200 N CHARLES ST","Eastern","Old Goucher",39.314561,-76.616697,"Tavern/night club","3:08","a.m."
"168","4/18/2025","Robbery - carjacking","Outside","Handgun","Female","31","Black or African American","Unknown","100 S BROADWAY","Central","Washington Hill",39.290306,-76.593946,"Street","3:45","p.m."
"169","4/18/2025","Robbery","Outside","Firearm","Female","26","Black or African American","Not Hispanic or Latino","500 N PULASKI ST","Western","Midtown-Edmondson",39.293794,-76.650459,"Street","4:37","p.m."
"170","4/18/2025","Robbery","Outside","Unknown","Male","41","Black or African American","Unknown","2400 SAINT PAUL ST","Eastern","Old Goucher",39.317417,-76.615433,"Street","11:30","p.m."
"171","4/19/2025","Robbery","Inside","Personal weapons","Male","56","Black or African American","Not Hispanic or Latino","400 W FRANKLIN ST","Central","Seton Hill",39.294911,-76.622034,"Other/residential","3:39","a.m."
"172","4/19/2025","Robbery","Inside","Personal weapons","Male","54","Black or African American","Not Hispanic or Latino","100 W CENTRE ST","Central","Mount Vernon",39.296208,-76.617717,"Other/residential","4:30","a.m."
"173","4/19/2025","Robbery","Inside","Personal weapons","Male","36","White","Unknown","500 WOODBOURNE AVE","Northern","Mid-Govans",39.355542,-76.609802,"Other/residential","6:00","a.m."
"174","4/19/2025","Robbery - carjacking","Outside","Personal weapons","Male","58","White","Not Hispanic or Latino","1900 W LOMBARD ST","Southwest","Carrollton Ridge",39.286218,-76.646894,"Street","6:00","a.m."
"175","4/19/2025","Robbery - commercial","Outside","Personal weapons","None reported","None reported","None reported","None Reported","1900 W LOMBARD ST","Southwest","Carrollton Ridge",39.286218,-76.646894,"Street","6:00","a.m."
"176","4/19/2025","Robbery","Inside","Personal weapons","Male","43","Black or African American","Not Hispanic or Latino","1000 ABBOTT CT","Central","Oldtown",39.349871,-76.571199,"Other/residential","6:30","a.m."
"177","4/19/2025","Robbery - carjacking","Outside","Handgun","Male","32","Black or African American","Not Hispanic or Latino","300 PARK AVE","Central","Downtown",39.293015,-76.618177,"Street","6:00","p.m."
"178","4/19/2025","Robbery - commercial","Inside","Personal weapons","None reported","None reported","None reported","None Reported","5700 BELAIR RD","Northeast","Frankford",39.342358,-76.54546,"Convenience store","8:19","p.m."
"179","4/19/2025","Robbery","Inside","Personal weapons","Male","39","Black or African American","Unknown","5700 BELAIR RD","Northeast","Frankford",39.342358,-76.54546,"Convenience store","8:19","p.m."
