"row_id","cc_number","crime_date","description","inside_outside","weapon","shooting","post","gender","age","race","ethnicity","location","old_district","new_district","neighborhood","latitude","longitude","premise_type","total_incidents","display_time"
99217,"260303732",2026-03-12,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"115","F",27,"WHITE","UNKNOWN","30 S PACA ST","N/A","CENTRAL","UNIVERSITY OF MARYLAND",39.287966,-76.622473,"OTHER/RESIDENTIAL",1,"07:15 AM"
99218,"260303745",2026-03-12,"VANDALISM","I",NA,NA,"115","M",38,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","30 S PACA ST","N/A","CENTRAL","UNIVERSITY OF MARYLAND",39.287966,-76.622473,"OTHER/RESIDENTIAL",1,"07:20 AM"
99219,"260303750",2026-03-12,"LARCENY","I",NA,NA,"312","F",66,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","10 W 20TH ST","N/A","EASTERN","CHARLES NORTH",39.311978,-76.617439,"OTHER/RESIDENTIAL",1,"06:00 AM"
99220,"260306353",2026-03-20,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"525","F",49,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","600 DUMBARTON AVE","N/A","NORTHERN","PEN LUCY",39.338307,-76.605023,"OTHER/RESIDENTIAL",1,"03:45 AM"
99221,"260306396",2026-03-19,"LARCENY FROM AUTO","O",NA,NA,"216","F",52,"WHITE","UNKNOWN","1100 ANGLESEA ST","N/A","SOUTHEAST","MEDFORD",39.280381,-76.54588,"STREET",1,"10:30 PM"
99222,"260306399",2026-03-19,"LARCENY OF MOTOR VEHICLE PARTS OR ACCESSORIES","O",NA,NA,"313","F",27,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2300 BARCLAY ST","N/A","EASTERN","BARCLAY",39.315907,-76.611007,"STREET",1,"11:00 PM"
99223,"260306402",2026-03-20,"LARCENY FROM AUTO","O",NA,NA,"217","F",28,"WHITE","UNKNOWN","3800 BOSTON ST","N/A","SOUTHEAST","BREWERS HILL",39.279302,-76.562543,"SHED/GARAGE",1,"12:00 AM"
99224,"260306403",2026-03-19,"LARCENY FROM AUTO","O",NA,NA,"214","M",58,NA,"UNKNOWN","3400 E LOMBARD ST","N/A","SOUTHEAST","BALTIMORE HIGHLANDS",39.291231,-76.568233,"STREET",1,"09:00 PM"
99225,"260306247",2026-03-19,"AGG. ASSAULT","O","KNIFE_CUTTING_INSTRUMENT",NA,"225","M",53,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2300 E MONUMENT ST","N/A","SOUTHEAST","MILTON-MONTFORD",39.298847,-76.584947,"STREET",1,"07:00 PM"
99226,"260306250",2026-03-19,"AGG. ASSAULT","I","HANDGUN",NA,"115","M",60,NA,"NOT_HISPANIC_OR_LATINO","500 PENNSYLVANIA AVE","N/A","CENTRAL","SETON HILL",39.295119,-76.623961,"CONVENIENCE STORE",1,"09:55 PM"
99227,"260306252",2026-03-19,"ROBBERY","O","PERSONAL_WEAPONS",NA,"327","M",24,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3600 KENYON AVE","N/A","EASTERN","BELAIR-EDISON",39.318521,-76.562173,"STREET",1,"04:00 AM"
99228,"260306253",2026-03-19,"VANDALISM","O",NA,NA,"222","M",30,"WHITE","NOT_HISPANIC_OR_LATINO","1800 ORLEANS ST","N/A","SOUTHEAST","DUNBAR-BROADWAY",39.296082,-76.591469,"STREET",1,"10:24 PM"
99229,"260306255",2026-03-19,"LARCENY","I",NA,NA,"628","F",34,NA,"NOT_HISPANIC_OR_LATINO","3600 CLARKS LN","N/A","NORTHWEST","FALLSTAFF",39.361723,-76.701073,"OTHER/RESIDENTIAL",1,"09:00 PM"
99230,"260306260",2026-03-19,"LARCENY","O",NA,NA,"412","F",28,"WHITE","UNKNOWN","5400 MIDWOOD AVE","N/A","NORTHEAST","CAMERON VILLAGE",39.355309,-76.602337,"STREET",1,"06:00 PM"
99231,"260305991",2026-03-19,"AGG. ASSAULT","O","OTHER",NA,"413","F",19,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","1600 WINFORD RD","N/A","NORTHEAST","PERRING LOCH",39.353272,-76.586479,"STREET",1,"06:30 AM"
99232,"260200720",2026-02-03,"LARCENY","O",NA,NA,"714","M",59,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","400 OXFORD CT","N/A","WESTERN","UPTON",39.300576,-76.625,"STREET",1,"05:27 PM"
99233,"260200721",2026-02-03,"ROBBERY - COMMERCIAL","I","PERSONAL_WEAPONS",NA,"727",NA,NA,NA,NA,"2300 OREM AVE","N/A","WESTERN","AUCHENTOROLY-PARKWOOD",39.31637,-76.647265,"CONVENIENCE STORE",1,"03:34 PM"
99234,"260200721",2026-02-03,"ROBBERY","I","PERSONAL_WEAPONS",NA,"727","M",40,"ASIAN","UNKNOWN","2300 OREM AVE","N/A","WESTERN","AUCHENTOROLY-PARKWOOD",39.31637,-76.647265,"CONVENIENCE STORE",1,"03:34 PM"
99235,"260200747",2026-02-03,"ROBBERY","O","PERSONAL_WEAPONS",NA,"226","M",36,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","800 N GLOVER ST","N/A","SOUTHEAST","MADISON-EASTEND",39.30032,-76.580136,"STREET",1,"04:50 PM"
99236,"260200749",2026-02-03,"SHOPLIFTING","I",NA,NA,"126",NA,NA,NA,NA,"100 S BROADWAY","N/A","CENTRAL","WASHINGTON HILL",39.290261,-76.594275,"CONVENIENCE STORE",1,"05:15 PM"
99237,"260200760",2026-02-03,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"724","F",44,"WHITE","NOT_HISPANIC_OR_LATINO","1100 WHITMORE AVE","N/A","WESTERN","BRIDGEVIEW/GREENLAWN",39.301311,-76.657975,"OTHER/RESIDENTIAL",1,"06:37 PM"
99238,"260200857",2026-01-30,"LARCENY OF MOTOR VEHICLE PARTS OR ACCESSORIES","O",NA,NA,"328","M",59,"WHITE","HISPANIC_OR_LATINO","1200 QUANTRIL WAY","N/A","EASTERN","ARMISTEAD GARDENS",39.307617,-76.551592,"STREET",1,"09:00 PM"
99239,"260201010",2026-01-30,"BURGLARY","I",NA,NA,"711","F",40,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1600 BAKBURY CT","N/A","WESTERN","SANDTOWN-WINCHESTER",39.306854,-76.64502,"OTHER/RESIDENTIAL",1,"09:00 PM"
99240,"260108644",2026-01-30,"VANDALISM","O",NA,NA,"514","F",22,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","2500 LOYOLA NORTHWAY","N/A","NORTHERN","GREENSPRING",39.339443,-76.661128,"STREET",1,"09:13 PM"
99241,"260200677",2026-02-03,"LARCENY","I","PERSONAL_WEAPONS",NA,"514","F",63,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3700 GREENSPRING AVE","N/A","NORTHERN","PARK CIRCLE",39.332221,-76.656237,"OTHER/RESIDENTIAL",1,"02:12 PM"
99242,"260200678",2026-02-03,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"912","M",34,"WHITE","NOT_HISPANIC_OR_LATINO",NA,"N/A","SOUTHERN","MIDDLE BRANCH/REEDBIRD PARKS",39.252719,-76.614174,"DRUG STORE / MED  BLDG",1,"01:30 PM"
99243,"260200681",2026-02-03,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"116","F",26,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","700 WASHINGTON PL","N/A","CENTRAL","MOUNT VERNON",39.29834,-76.616208,"OTHER/RESIDENTIAL",1,"02:25 PM"
99244,"260108635",2026-01-30,"AGG. ASSAULT","I","PERSONAL_WEAPONS",NA,"423","F",19,"UNKNOWN","HISPANIC_OR_LATINO","5800 CEDONIA AVE","N/A","NORTHEAST","CEDMONT",39.343213,-76.532151,"OTHER/RESIDENTIAL",1,"08:30 PM"
99245,"260108636",2026-01-30,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"124","F",58,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1000 E BIDDLE ST","N/A","CENTRAL","JOHNSTON SQUARE",39.303833,-76.602813,"OTHER/RESIDENTIAL",1,"09:25 PM"
99246,"260108640",2026-01-30,"SHOPLIFTING","I",NA,NA,"521",NA,NA,NA,NA,"1000 W 41ST ST","N/A","NORTHERN","HOES HEIGHTS",39.338622,-76.635202,"GROCERY/CONFECTION",1,"09:04 PM"
99247,"260108642",2026-01-30,"LARCENY","I",NA,NA,"525","F",22,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","4700 ALHAMBRA AVE","N/A","NORTHERN","WILSON PARK",39.345554,-76.606981,"OTHER/RESIDENTIAL",1,"07:00 PM"
99248,"260108715",2026-01-31,"AGG. ASSAULT","I","HANDGUN",NA,"212","M",25,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3600 EASTERN AVE","N/A","SOUTHEAST","HIGHLANDTOWN",39.286811,-76.566533,"OTHER/RESIDENTIAL",1,"01:35 AM"
99249,"260108716",2026-01-31,"STOLEN PROPERTY","O",NA,NA,"315","M",27,NA,"UNKNOWN","1600 CHILTON ST","N/A","EASTERN","COLDSTREAM HOMESTEAD MONTEBELLO",39.327701,-76.594125,"STREET",1,"01:58 AM"
99250,"260108671",2026-01-30,"LARCENY","I",NA,NA,"112",NA,NA,NA,NA,"100 N EUTAW ST","N/A","CENTRAL","DOWNTOWN",39.291129,-76.621254,"SPECIALTY STORE",1,"10:15 PM"
99251,"260108673",2026-01-30,"VANDALISM","I",NA,NA,"715","F",46,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1100 N CALHOUN ST","N/A","WESTERN","SANDTOWN-WINCHESTER",39.301733,-76.640096,"OTHER/RESIDENTIAL",1,"10:30 PM"
99252,"260108676",2026-01-30,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"421","F",69,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","4700 HARFORD RD","N/A","NORTHEAST","LAURAVILLE",39.343476,-76.568749,"DRUG STORE / MED  BLDG",1,"11:33 PM"
99253,"260108680",2026-01-30,"AUTO THEFT","O",NA,NA,"214","F",46,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3500 ESTHER PL","N/A","SOUTHEAST","BALTIMORE HIGHLANDS",39.294442,-76.568678,"STREET",1,"10:00 PM"
99254,"260108689",2026-01-30,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"211","M",72,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1300 S ELLWOOD AVE","N/A","SOUTHEAST","CANTON",39.278246,-76.57262,"UNKNOWN",1,"06:30 AM"
99255,"260108694",2026-01-31,"AGG. ASSAULT","I","FIREARM","Y","115","M",23,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN",NA,"N/A","CENTRAL","UNIVERSITY OF MARYLAND",39.287674,-76.625311,"DRUG STORE / MED  BLDG",1,"12:25 AM"
99256,"260404868",2026-04-14,"AUTO THEFT","I",NA,NA,"315","F",52,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1600 HOMESTEAD ST","N/A","EASTERN","COLDSTREAM HOMESTEAD MONTEBELLO",39.321079,-76.596215,"OTHER/RESIDENTIAL",1,"10:00 PM"
99257,"260404873",2026-04-14,"LARCENY FROM AUTO","O",NA,NA,"216","M",52,"WHITE","HISPANIC_OR_LATINO","6700 O'DONNELL ST","N/A","SOUTHEAST","GRACELAND PARK",39.283627,-76.531965,"STREET",1,"08:15 PM"
99258,"260404874",2026-04-14,"LARCENY FROM AUTO","O",NA,NA,"127","F",34,NA,"HISPANIC_OR_LATINO","100 S REGESTER ST","N/A","CENTRAL","UPPER FELLS POINT",39.290101,-76.592668,"STREET",1,"09:00 PM"
99259,"260404907",2026-04-15,"BURGLARY","I",NA,NA,"117",NA,NA,NA,NA,"100 W READ ST","N/A","CENTRAL","MOUNT VERNON",39.299441,-76.617515,"OTHER/RESIDENTIAL",1,"02:53 AM"
99260,"260404910",2026-04-14,"FRAUD","I",NA,NA,"226","F",33,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3000 E BIDDLE ST","N/A","SOUTHEAST","BIDDLE STREET",39.304628,-76.574703,"PUBLIC BUILDING",1,"01:00 PM"
99261,"260404553",2026-04-14,"SHOPLIFTING","I",NA,NA,"228",NA,NA,NA,NA,"3300 E LOMBARD ST","N/A","SOUTHEAST","PATTERSON PARK NEIGHBORHOOD",39.291436,-76.569886,"CONVENIENCE STORE",1,"12:30 PM"
99262,"260404910",2026-04-14,"FRAUD","I",NA,NA,"226","F",33,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3000 E BIDDLE ST","N/A","SOUTHEAST","BIDDLE STREET",39.304628,-76.574703,"PUBLIC BUILDING",1,"01:00 PM"
99263,"260404673",2026-04-14,"BURGLARY","I",NA,NA,"628",NA,NA,NA,NA,"7200 PARK HEIGHTS AVE","N/A","NORTHWEST","CROSS COUNTRY",39.369023,-76.707272,"OTHER/RESIDENTIAL",1,"08:20 PM"
99264,"260404673",2026-04-14,"VANDALISM","I",NA,NA,"628",NA,NA,NA,NA,"7200 PARK HEIGHTS AVE","N/A","NORTHWEST","CROSS COUNTRY",39.369023,-76.707272,"OTHER/RESIDENTIAL",1,"08:20 PM"
99265,"260404676",2026-04-14,"LARCENY","I",NA,NA,"414","F",62,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","6400 LOCH RAVEN BLVD","N/A","NORTHEAST","LOCH RAVEN",39.371084,-76.582113,"OTHER/RESIDENTIAL",1,"10:03 AM"
99266,"260404677",2026-04-14,"SHOPLIFTING","I",NA,NA,"317",NA,NA,NA,NA,"1500 HARFORD AVE","N/A","EASTERN","OLIVER",39.307711,-76.600472,"UNKNOWN",1,"08:50 PM"
99267,"260404678",2026-04-14,"SHOPLIFTING","I",NA,NA,"521",NA,NA,NA,NA,"5100 ROLAND AVE","N/A","NORTHERN","WYNDHURST",39.355875,-76.634233,"GROCERY/CONFECTION",1,"08:16 PM"
99268,"260404680",2026-04-14,"FRAUD","I",NA,NA,"526","F",56,"WHITE","UNKNOWN","600 E 37TH ST","N/A","NORTHERN","WAVERLY",39.333467,-76.606758,"OTHER/RESIDENTIAL",1,"07:00 PM"
99269,"260303782",2026-03-12,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"215","M",19,"UNKNOWN","HISPANIC_OR_LATINO","100 KANE ST","N/A","SOUTHEAST","HOPKINS BAYVIEW",39.292602,-76.536417,"SCHOOL",1,"11:50 AM"
99270,"260303784",2026-03-12,"SHOPLIFTING","I",NA,NA,"213",NA,NA,NA,NA,"5800 EASTERN AVE","N/A","SOUTHEAST","PULASKI INDUSTRIAL AREA",39.287136,-76.546053,"CONVENIENCE STORE",1,"01:22 PM"
99271,"260303786",2026-03-12,"VANDALISM","O",NA,NA,"324","M",45,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","1600 EDISON HWY","N/A","EASTERN","ORANGEVILLE INDUSTRIAL AREA",39.309938,-76.57174,"SHED/GARAGE",1,"05:00 AM"
99272,"260306866",2026-03-21,"AGG. ASSAULT","I","OTHER",NA,"825","M",58,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","2400 FREDERICK AVE","N/A","SOUTHWEST","MILLHILL",39.282588,-76.653448,"WHOLESALEDISC. STOR",1,"08:00 PM"
99273,"260306868",2026-03-21,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"714","F",18,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","900 PENNSYLVANIA AVE","N/A","WESTERN","HERITAGE CROSSING",39.296862,-76.626815,"STREET",1,"08:14 PM"
99274,"260306868",2026-03-21,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"714","F",14,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","900 PENNSYLVANIA AVE","N/A","WESTERN","HERITAGE CROSSING",39.296862,-76.626815,"STREET",1,"08:14 PM"
99275,"260306798",2026-03-21,"LARCENY","I",NA,NA,"213",NA,NA,NA,NA,"500 BAYVIEW BLVD","N/A","SOUTHEAST","PULASKI INDUSTRIAL AREA",39.286794,-76.548191,"CONVENIENCE STORE",1,"03:35 PM"
99276,"260306800",2026-03-21,"LARCENY FROM AUTO","O",NA,NA,"817","M",37,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3200 LOHRS LN","N/A","SOUTHWEST","CARROLL-SOUTH HILTON",39.28475,-76.670758,"SHED/GARAGE",1,"09:00 AM"
99277,"260800906",2026-03-21,"FRAUD","I",NA,NA,"513","M",70,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2900 NORFOLK AVE","N/A","NORTHERN","PARK CIRCLE",39.327432,-76.661133,"OTHER/RESIDENTIAL",1,"04:00 AM"
99278,"260800906",2026-03-21,"FRAUD","I",NA,NA,"513","M",70,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2900 NORFOLK AVE","N/A","NORTHERN","PARK CIRCLE",39.327432,-76.661133,"OTHER/RESIDENTIAL",1,"04:00 AM"
99279,"260306916",2026-03-21,"AGG. ASSAULT","I","PERSONAL_WEAPONS",NA,"918","F",33,"NATIVE_HAWAIIAN_OR_OTHER_PACIFIC_ISLANDER","HISPANIC_OR_LATINO","2900 RAYSHIRE RD","N/A","SOUTHERN","LAKELAND",39.253435,-76.642303,"OTHER/RESIDENTIAL",1,"12:00 PM"
99280,"260307058",2026-03-21,"FRAUD","O",NA,NA,"316","M",74,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","1800 N BOND ST","N/A","EASTERN","OLIVER",39.311035,-76.597189,"STREET",1,"08:24 PM"
99281,"260208640",2026-03-01,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"726","F",73,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","2100 W NORTH AVE","N/A","WESTERN","EASTERWOOD",39.309463,-76.651524,"SHED/GARAGE",1,"12:50 AM"
99282,"260208649",2026-03-01,"SHOPLIFTING","I",NA,NA,"623",NA,NA,NA,NA,"4000 W NORTHERN PKWY","N/A","NORTHWEST","WOODMERE",39.348955,-76.691027,"DRUG STORE / MED  BLDG",1,"01:28 AM"
99283,"260208653",2026-03-01,"AGG. ASSAULT","I","PERSONAL_WEAPONS",NA,"123","F",36,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1400 MULLIKIN CT","N/A","CENTRAL","DUNBAR-BROADWAY",39.294386,-76.598598,"OTHER/RESIDENTIAL",1,"12:45 AM"
99284,"260208632",2026-03-01,"LARCENY FROM AUTO","O",NA,NA,"227","M",60,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","3300 JEFFERSON ST","N/A","SOUTHEAST","ELLWOOD PARK/MONUMENT",39.297197,-76.571318,"STREET",1,"12:30 AM"
99285,"260208454",2026-02-28,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"125","M",34,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","800 N BROADWAY","N/A","CENTRAL","GAY STREET",39.300383,-76.594599,"HOTEL/MOTEL",1,"12:02 PM"
99286,"260208460",2026-02-28,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"726","F",27,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2100 WALBROOK AVE","N/A","WESTERN","MONDAWMIN",39.310601,-76.652002,"OTHER/RESIDENTIAL",1,"01:00 PM"
99287,"260208490",2026-02-28,"COMMON ASSAULT","O","PERSONAL_WEAPONS",NA,"412","M",77,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","5600 MIDWOOD AVE","N/A","NORTHEAST","CAMERON VILLAGE",39.357617,-76.600783,"STREET",1,"02:15 PM"
99288,"260207506",2026-02-25,"VANDALISM","O",NA,NA,"214","M",24,"ASIAN","NOT_HISPANIC_OR_LATINO","100 GRUNDY ST","N/A","SOUTHEAST","BALTIMORE HIGHLANDS",39.291482,-76.563741,"STREET",1,"01:00 AM"
99289,"260207639",2026-02-25,"VANDALISM","O",NA,NA,"815",NA,NA,NA,NA,"600 CHARRAWAY RD","N/A","SOUTHWEST","BEECHFIELD",39.273503,-76.698402,"STREET",1,"01:30 AM"
99290,"260207694",2026-02-25,"LARCENY FROM AUTO","O",NA,NA,"816","F",51,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","100 ALLENDALE ST","N/A","SOUTHWEST","ALLENDALE",39.289587,-76.677926,"STREET",1,"04:00 AM"
99291,"260207701",2026-02-25,"LARCENY OF MOTOR VEHICLE PARTS OR ACCESSORIES","O",NA,NA,"914","F",21,"WHITE","UNKNOWN","3800 ST MARGARET STREET","N/A","SOUTHERN","BROOKLYN",39.231221,-76.596142,"STREET",1,"03:00 AM"
99292,"260207764",2026-02-25,"AUTO THEFT","I",NA,NA,"613","M",37,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","3500 SPRINGDALE AVE","N/A","NORTHWEST","FOREST PARK",39.323353,-76.676792,"OTHER/RESIDENTIAL",1,"12:00 AM"
99293,"260306584",2026-03-19,"SEX OFFENSES","I","PERSONAL_WEAPONS",NA,"216","F",9,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","6200 PLANTVIEW WAY","N/A","SOUTHEAST","O'DONNELL HEIGHTS",39.276978,-76.540983,"OTHER/RESIDENTIAL",1,"11:00 PM"
99294,"260335677",2026-03-19,"LARCENY","I",NA,NA,"128","F",25,"WHITE","NOT_HISPANIC_OR_LATINO","700 S WOLFE ST","N/A","CENTRAL","FELLS POINT",39.282837,-76.59005,"OTHER/RESIDENTIAL",1,"09:55 AM"
99295,"260335706",2026-03-19,"LARCENY FROM AUTO","O",NA,NA,"223","F",38,"WHITE","NOT_HISPANIC_OR_LATINO","2500 E FAIRMOUNT AVE","N/A","SOUTHEAST","PATTERSON PARK NEIGHBORHOOD",39.293291,-76.581493,"STREET",1,"10:10 PM"
99296,"260306064",2026-03-19,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"516","F",67,"WHITE","UNKNOWN","4600 PALL MALL RD","N/A","NORTHERN","PARKLANE",39.342544,-76.664889,"DRUG STORE / MED  BLDG",1,"02:50 PM"
99297,"260306064",2026-03-19,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"516","F",36,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","4600 PALL MALL RD","N/A","NORTHERN","PARKLANE",39.342544,-76.664889,"DRUG STORE / MED  BLDG",1,"02:50 PM"
99298,"260306070",2026-03-19,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"113","F",22,NA,"UNKNOWN","100 N CHARLES ST","N/A","CENTRAL","DOWNTOWN",39.290511,-76.615122,"OTHER/RESIDENTIAL",1,"12:07 PM"
99299,"260306071",2026-03-19,"AUTO THEFT","O",NA,NA,"816","F",61,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","100 PALORMO AVE","N/A","SOUTHWEST","SAINT JOSEPHS",39.283647,-76.675191,"STREET",1,"06:00 AM"
99300,"260306072",2026-03-19,"AUTO THEFT","O",NA,NA,"217","M",39,"WHITE","NOT_HISPANIC_OR_LATINO","6500 CLEVELAND AVE","N/A","SOUTHEAST","SAINT HELENA",39.261351,-76.532124,"STREET",1,"07:00 AM"
99301,"260306078",2026-03-19,"SHOPLIFTING","I",NA,NA,"527",NA,NA,NA,NA,"3200 SAINT PAUL ST","N/A","NORTHERN","CHARLES VILLAGE",39.327228,-76.616241,"CONVENIENCE STORE",1,"02:55 PM"
99302,"260306080",2026-03-19,"COMMON ASSAULT","I","PERSONAL_WEAPONS",NA,"922","F",13,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1300 HERKIMER ST","N/A","SOUTHERN","WASHINGTON VILLAGE/PIGTOWN",39.281716,-76.638477,"SCHOOL",1,"02:15 PM"
99303,"260410661",2026-03-19,"LARCENY FROM AUTO","O",NA,NA,"528","F",36,"BLACK_OR_AFRICAN_AMERICAN","UNKNOWN","2900 N CALVERT ST","N/A","NORTHERN","CHARLES VILLAGE",39.324039,-76.614868,"STREET",1,"11:00 PM"
99304,"260306028",2026-03-19,"ROBBERY","I","HANDGUN",NA,"224","M",43,"WHITE","HISPANIC_OR_LATINO","500 N LAKEWOOD AVE","N/A","SOUTHEAST","MCELDERRY PARK",39.297275,-76.579546,"OTHER/RESIDENTIAL",1,"11:45 AM"
99305,"260302101",2026-03-07,"INTIMIDATION","I",NA,NA,"213","M",58,"WHITE","NOT_HISPANIC_OR_LATINO","4900 EASTERN AVE","N/A","SOUTHEAST","PULASKI INDUSTRIAL AREA",39.290471,-76.547194,"DRUG STORE / MED  BLDG",1,"08:29 PM"
99306,"260304464",2026-03-07,"LARCENY FROM AUTO","I",NA,NA,"415","M",71,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2800 EVERGREEN AVE","N/A","NORTHEAST","HAMILTON HILLS",39.354291,-76.561282,"OTHER/RESIDENTIAL",1,"07:00 PM"
99307,"260304464",2026-03-07,"AUTO THEFT","I",NA,NA,"415","M",71,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2800 EVERGREEN AVE","N/A","NORTHEAST","HAMILTON HILLS",39.354291,-76.561282,"OTHER/RESIDENTIAL",1,"07:00 PM"
99308,"260335564",2026-03-08,"LARCENY FROM AUTO","O",NA,NA,"228","M",47,"WHITE","NOT_HISPANIC_OR_LATINO","20 S ELLWOOD AVE","N/A","SOUTHEAST","PATTERSON PARK NEIGHBORHOOD",39.291581,-76.573439,"STREET",1,"02:00 AM"
99309,"260207193",2026-02-24,"ROBBERY","I","PERSONAL_WEAPONS",NA,"628","M",14,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","6900 PARK HEIGHTS AVE","N/A","NORTHWEST","FALLSTAFF",39.364379,-76.704244,"SCHOOL",1,"02:40 PM"
99310,"260207197",2026-02-24,"VANDALISM","O",NA,NA,"718","M",32,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","900 DRUID PARK LAKE DR","N/A","WESTERN","DRUID HILL PARK",39.317097,-76.636233,"STREET",1,"03:30 PM"
99311,"260207201",2026-02-24,"AGG. ASSAULT","I","OTHER",NA,"511","F",58,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","1300 W 36TH ST","N/A","NORTHERN","HAMPDEN",39.33056,-76.637823,"SCHOOL",1,"04:15 PM"
99312,"260207208",2026-02-24,"INTIMIDATION","I",NA,NA,"923","F",11,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","2400 NEVADA ST","N/A","SOUTHERN","WESTPORT",39.262154,-76.637847,"SCHOOL",1,"03:15 PM"
99313,"260207209",2026-02-24,"AGG. ASSAULT","I","ASPHYXIATION",NA,"124","F",31,"BLACK_OR_AFRICAN_AMERICAN","NOT_HISPANIC_OR_LATINO","700 E CHASE ST","N/A","CENTRAL","JOHNSTON SQUARE",39.302848,-76.607528,"OTHER/RESIDENTIAL",1,"01:00 PM"
